frame,track_id,direction,class,img_x,img_y,world_x_m,world_y_m,speed_kmh,lane,conf
1734,158,South,car,954,333,-1.418,2.963,9.8,2,0.918
1734,4,West,car,322,599,7.986,4.04,0.1,1,0.882
1734,151,North,car,204,381,-8.573,-4.699,18.2,1,0.87
1734,117,West,car,124,660,8.825,10.913,0.1,1,0.815
1734,121,South,car,1112,679,2.554,13.485,0.0,3,0.771
1734,29,West,car,275,434,3.702,4.661,0.1,3,0.75
1734,159,North,car,517,225,2.972,-1.373,13.8,1,0.738
1734,129,West,car,116,487,3.914,10.695,0.1,3,0.728
1734,89,West,car,209,531,5.812,7.299,0.0,2,0.727
1734,106,West,car,57,570,5.965,13.563,0.1,2,0.678
1734,96,East,car,864,154,1.38,2.794,0.0,1,0.43
1734,97,South,car,956,689,0.798,14.326,0.0,3,0.405
1734,161,North,car,534,160,4.867,2.011,16.4,2,0.395
1734,81,East,car,943,189,4.577,3.619,0.0,3,0.362
1734,141,North,car,556,135,6.392,3.358,0.3,3,0.285
1734,72,East,car,888,174,2.734,2.365,0.0,2,0.279
1734,80,East,car,928,161,3.061,5.077,0.2,2,0.251
1735,156,North,car,726,384,5.115,-6.474,15.8,3,0.94
1735,158,South,car,949,328,-1.47,2.933,9.4,2,0.91
1735,4,West,car,322,599,7.985,4.042,0.1,1,0.893
1735,151,North,car,199,383,-8.735,-4.757,18.3,1,0.873
1735,117,West,car,124,660,8.823,10.912,0.1,1,0.827
1735,121,South,car,1112,679,2.553,13.485,0.0,3,0.779
1735,89,West,car,209,531,5.815,7.298,0.0,2,0.761
1735,129,West,car,116,486,3.914,10.695,0.1,3,0.76
1735,29,West,car,275,434,3.699,4.666,0.0,3,0.749
1735,159,North,car,519,228,2.981,-1.526,14.1,1,0.725
1735,106,West,car,57,570,5.966,13.565,0.2,2,0.707
1735,96,East,car,864,154,1.379,2.796,0.0,1,0.44
1735,97,South,car,956,689,0.799,14.326,0.0,3,0.437
1735,161,North,car,537,163,4.885,1.774,16.6,2,0.422
1735,81,East,car,943,189,4.575,3.619,0.0,3,0.38
1735,141,North,car,557,135,6.405,3.378,0.1,3,0.343
1735,155,South,car,706,155,-2.677,3.95,2.3,2,0.324
1735,72,East,car,888,174,2.733,2.365,0.0,2,0.298
1735,80,East,car,928,161,3.063,5.072,0.2,2,0.262
1736,156,North,car,734,391,5.149,-6.589,15.5,3,0.914
1736,4,West,car,322,599,7.985,4.042,0.1,1,0.888
1736,158,South,car,944,323,-1.516,2.939,9.0,2,0.872
1736,151,North,car,193,385,-8.961,-4.79,18.5,1,0.864
1736,117,West,car,124,660,8.824,10.91,0.1,1,0.823
1736,121,South,car,1112,679,2.553,13.485,0.0,3,0.77
1736,29,West,car,275,434,3.699,4.666,0.0,3,0.76
1736,89,West,car,209,531,5.818,7.3,0.0,2,0.751
1736,159,North,car,520,232,2.978,-1.688,14.2,1,0.744
1736,129,West,car,116,486,3.914,10.694,0.1,3,0.74
1736,106,West,car,57,569,5.962,13.561,0.1,2,0.688
1736,155,South,car,703,154,-2.684,3.97,2.3,2,0.457
1736,161,North,car,538,163,4.904,1.696,16.4,2,0.426
1736,97,South,car,956,689,0.798,14.326,0.0,3,0.422
1736,96,East,car,864,154,1.38,2.795,0.0,1,0.411
1736,81,East,car,943,189,4.574,3.62,0.0,3,0.361
1736,141,North,car,557,135,6.407,3.354,0.2,3,0.322
1736,72,East,car,888,174,2.732,2.367,0.0,2,0.272
1737,156,North,car,740,401,5.119,-6.749,15.5,3,0.93
1737,158,South,car,938,319,-1.559,2.973,9.1,2,0.925
1737,4,West,car,322,599,7.985,4.042,0.1,1,0.889
1737,151,North,car,188,388,-9.15,-4.846,18.2,1,0.873
1737,117,West,car,124,660,8.825,10.91,0.1,1,0.825
1737,121,South,car,1112,679,2.553,13.485,0.0,3,0.773
1737,29,West,car,275,434,3.7,4.668,0.0,3,0.762
1737,89,West,car,209,531,5.818,7.3,0.0,2,0.748
1737,129,West,car,116,487,3.915,10.69,0.1,3,0.74
1737,159,North,car,522,235,2.988,-1.837,14.4,1,0.712
1737,106,West,car,57,569,5.962,13.561,0.1,2,0.69
1737,161,North,car,539,165,4.895,1.539,16.2,2,0.445
1737,96,East,car,864,154,1.38,2.794,0.0,1,0.427
1737,97,South,car,956,689,0.798,14.326,0.0,3,0.417
1737,155,South,car,700,152,-2.691,3.998,2.2,2,0.393
1737,81,East,car,943,189,4.576,3.62,0.0,3,0.374
1737,141,North,car,557,135,6.415,3.379,0.1,3,0.333
1737,72,East,car,888,174,2.731,2.367,0.0,2,0.284
1737,80,East,car,928,161,3.061,5.076,0.2,2,0.252
1738,156,North,car,747,409,5.116,-6.872,15.3,3,0.959
1738,158,South,car,933,314,-1.607,2.967,8.5,2,0.931
1738,4,West,car,322,599,7.985,4.043,0.1,1,0.895
1738,151,North,car,183,390,-9.344,-4.875,18.2,1,0.891
1738,117,West,car,124,660,8.826,10.911,0.1,1,0.83
1738,159,North,car,524,238,2.999,-1.974,14.4,2,0.794
1738,29,West,car,275,434,3.702,4.67,0.0,3,0.785
1738,121,South,car,1112,679,2.553,13.485,0.0,3,0.781
1738,129,West,car,116,487,3.916,10.69,0.1,3,0.753
1738,89,West,car,209,531,5.819,7.299,0.0,2,0.747
1738,106,West,car,57,569,5.962,13.562,0.1,2,0.701
1738,161,North,car,541,168,4.893,1.329,16.3,2,0.52
1738,155,South,car,697,150,-2.699,4.01,2.2,2,0.478
1738,97,South,car,956,689,0.798,14.326,0.0,3,0.442
1738,96,East,car,864,154,1.38,2.795,0.0,1,0.427
1738,141,North,car,557,134,6.439,3.409,0.1,3,0.389
1738,81,East,car,943,189,4.577,3.621,0.0,3,0.379
1738,72,East,car,888,174,2.732,2.367,0.0,2,0.287
1738,80,East,car,928,161,3.062,5.075,0.2,2,0.256
1739,158,South,car,928,309,-1.651,2.953,7.7,2,0.909
1739,156,North,car,755,420,5.1,-7.024,15.3,3,0.909
1739,4,West,car,322,599,7.985,4.044,0.1,1,0.888
1739,151,North,car,177,392,-9.559,-4.907,18.4,1,0.857
1739,117,West,car,124,660,8.826,10.91,0.1,1,0.822
1739,29,West,car,275,434,3.705,4.669,0.0,3,0.784
1739,159,North,car,525,242,2.972,-2.138,14.2,2,0.782
1739,121,South,car,1112,679,2.554,13.485,0.0,3,0.773
1739,89,West,car,209,531,5.82,7.299,0.0,2,0.744
1739,129,West,car,116,487,3.918,10.687,0.1,3,0.737
1739,106,West,car,57,569,5.962,13.563,0.1,2,0.685
1739,161,North,car,543,170,4.899,1.192,16.4,2,0.541
1739,96,East,car,864,154,1.38,2.794,0.0,1,0.443
1739,97,South,car,956,689,0.799,14.326,0.0,3,0.439
1739,141,North,car,557,134,6.462,3.452,0.2,3,0.411
1739,81,East,car,943,189,4.575,3.619,0.0,3,0.393
1739,155,South,car,694,149,-2.706,4.024,2.2,2,0.306
1739,72,East,car,888,174,2.732,2.367,0.0,2,0.299
1739,80,East,car,928,161,3.06,5.077,0.2,2,0.267
1740,156,North,car,763,429,5.117,-7.141,15.1,3,0.935
1740,158,South,car,922,306,-1.689,3.0,8.1,2,0.915
1740,4,West,car,322,599,7.985,4.042,0.1,1,0.892
1740,151,North,car,172,394,-9.742,-4.956,18.6,1,0.86
1740,117,West,car,124,660,8.826,10.909,0.1,1,0.826
1740,159,North,car,528,244,3.02,-2.253,14.4,2,0.807
1740,121,South,car,1112,679,2.554,13.485,0.0,3,0.79
1740,29,West,car,275,434,3.704,4.67,0.0,3,0.775
1740,129,West,car,116,486,3.915,10.688,0.1,3,0.767
1740,89,West,car,209,531,5.82,7.299,0.0,2,0.758
1740,106,West,car,57,569,5.962,13.56,0.1,2,0.704
1740,161,North,car,545,171,4.915,1.064,16.4,2,0.611
1740,96,East,car,864,154,1.38,2.794,0.0,1,0.469
1740,97,South,car,956,689,0.799,14.326,0.0,3,0.447
1740,141,North,car,557,134,6.453,3.455,0.2,3,0.446
1740,81,East,car,943,189,4.573,3.62,0.0,3,0.412
1740,72,East,car,888,174,2.731,2.369,0.0,2,0.321
1740,80,East,car,928,161,3.06,5.078,0.2,2,0.288
1740,155,South,car,690,148,-2.707,4.078,2.2,2,0.28
1741,156,North,car,770,439,5.101,-7.275,15.1,3,0.918
1741,158,South,car,917,301,-1.731,2.978,7.2,2,0.901
1741,4,West,car,322,599,7.985,4.042,0.1,1,0.893
1741,151,North,car,168,396,-9.901,-4.982,18.8,1,0.869
1741,159,North,car,531,248,3.045,-2.427,14.5,2,0.843
1741,117,West,car,124,660,8.826,10.91,0.1,1,0.828
1741,121,South,car,1112,679,2.553,13.485,0.0,3,0.803
1741,29,West,car,275,434,3.704,4.67,0.0,3,0.783
1741,129,West,car,116,486,3.914,10.689,0.1,3,0.769
1741,89,West,car,209,531,5.818,7.3,0.0,2,0.745
1741,106,West,car,57,569,5.961,13.56,0.1,2,0.702
1741,161,North,car,546,173,4.928,0.924,16.3,2,0.587
1741,96,East,car,864,154,1.381,2.794,0.0,1,0.487
1741,141,North,car,557,134,6.444,3.395,0.1,3,0.456
1741,97,South,car,956,689,0.799,14.326,0.0,3,0.427
1741,81,East,car,943,189,4.575,3.619,0.0,3,0.424
1741,155,South,car,678,145,-2.718,4.226,2.5,2,0.351
1741,72,East,car,888,174,2.731,2.366,0.0,2,0.341
1741,80,East,car,928,161,3.059,5.079,0.2,2,0.3
1742,156,North,car,778,449,5.1,-7.401,15.0,3,0.949
1742,4,West,car,322,599,7.985,4.043,0.1,1,0.888
1742,158,South,car,912,296,-1.773,2.971,7.0,2,0.867
1742,159,North,car,533,250,3.072,-2.54,14.2,2,0.84
1742,151,North,car,164,398,-10.061,-5.018,18.7,1,0.839
1742,117,West,car,124,660,8.826,10.909,0.1,1,0.823
1742,121,South,car,1112,679,2.553,13.485,0.0,3,0.794
1742,29,West,car,275,434,3.704,4.671,0.0,3,0.78
1742,129,West,car,116,486,3.901,10.685,0.1,3,0.739
1742,89,West,car,209,531,5.817,7.3,0.0,2,0.735
1742,106,West,car,57,569,5.961,13.557,0.1,2,0.702
1742,161,North,car,549,177,4.906,0.662,16.8,2,0.65
1742,96,East,car,864,154,1.381,2.792,0.0,1,0.482
1742,141,North,car,557,134,6.453,3.426,0.2,3,0.438
1742,81,East,car,943,189,4.573,3.612,0.0,3,0.424
1742,97,South,car,956,689,0.799,14.326,0.0,3,0.412
1742,155,South,car,686,144,-2.725,4.066,2.0,2,0.396
1742,72,East,car,888,174,2.731,2.366,0.0,2,0.34
1742,80,East,car,928,161,3.059,5.079,0.2,2,0.288
1743,156,North,car,786,459,5.091,-7.524,14.9,3,0.925
1743,4,West,car,322,599,7.985,4.043,0.1,1,0.889
1743,158,South,car,906,292,-1.809,3.009,6.7,2,0.887
1743,159,North,car,535,253,3.077,-2.661,14.2,2,0.865
1743,151,North,car,158,400,-10.297,-5.052,19.0,1,0.83
1743,117,West,car,124,660,8.825,10.909,0.1,1,0.825
1743,121,South,car,1112,679,2.553,13.485,0.0,3,0.804
1743,29,West,car,275,434,3.705,4.669,0.0,3,0.766
1743,89,West,car,209,531,5.815,7.299,0.0,2,0.75
1743,129,West,car,116,486,3.896,10.681,0.1,3,0.741
1743,106,West,car,57,569,5.961,13.56,0.1,2,0.711
1743,161,North,car,551,179,4.92,0.519,16.8,2,0.699
1743,96,East,car,864,154,1.381,2.794,0.0,1,0.496
1743,97,South,car,956,689,0.799,14.325,0.0,3,0.461
1743,81,East,car,943,189,4.574,3.614,0.0,3,0.423
1743,155,South,car,684,143,-2.731,4.075,2.0,2,0.414
1743,141,North,car,557,134,6.458,3.423,0.2,3,0.4
1743,72,East,car,888,174,2.731,2.366,0.0,2,0.361
1743,80,East,car,928,161,3.058,5.08,0.2,2,0.295
1744,156,North,car,795,470,5.093,-7.644,14.8,3,0.942
1744,158,South,car,901,288,-1.848,3.022,6.5,2,0.889
1744,4,West,car,322,599,7.985,4.042,0.1,1,0.885
1744,159,North,car,536,257,3.069,-2.806,14.1,2,0.87
1744,117,West,car,124,660,8.824,10.908,0.1,1,0.824
1744,121,South,car,1112,679,2.553,13.485,0.0,3,0.804
1744,151,North,car,153,402,-10.473,-5.086,18.9,1,0.803
1744,29,West,car,275,434,3.707,4.67,0.0,3,0.763
1744,89,West,car,209,531,5.816,7.3,0.0,2,0.735
1744,129,West,car,116,486,3.896,10.679,0.1,3,0.716
1744,161,North,car,553,181,4.952,0.373,16.4,2,0.694
1744,106,West,car,57,569,5.962,13.556,0.1,2,0.694
1744,96,East,car,864,154,1.382,2.792,0.0,1,0.469
1744,155,South,car,681,141,-2.736,4.09,1.9,2,0.468
1744,97,South,car,956,689,0.798,14.325,0.0,3,0.461
1744,141,North,car,557,134,6.466,3.425,0.2,3,0.394
1744,81,East,car,943,189,4.574,3.614,0.0,3,0.391
1744,72,East,car,888,174,2.731,2.367,0.1,2,0.326
1744,80,East,car,928,161,3.058,5.08,0.2,2,0.258
1745,156,North,car,802,480,5.077,-7.761,14.6,3,0.894
1745,4,West,car,322,599,7.985,4.043,0.1,1,0.892
1745,158,South,car,896,284,-1.878,3.033,6.3,2,0.869
1745,117,West,car,124,660,8.824,10.909,0.1,1,0.831
1745,159,North,car,539,261,3.082,-2.963,14.3,2,0.827
1745,121,South,car,1112,679,2.553,13.485,0.0,3,0.811
1745,151,North,car,148,403,-10.687,-5.091,19.0,1,0.805
1745,29,West,car,275,434,3.706,4.669,0.0,3,0.771
1745,161,North,car,555,182,4.97,0.262,16.5,2,0.751
1745,89,West,car,209,531,5.815,7.299,0.0,2,0.741
1745,129,West,car,116,486,3.89,10.683,0.1,3,0.727
1745,106,West,car,57,569,5.962,13.556,0.1,2,0.715
1745,96,East,car,864,154,1.381,2.793,0.0,1,0.495
1745,97,South,car,956,689,0.798,14.326,0.0,3,0.491
1745,155,South,car,678,139,-2.745,4.103,1.9,2,0.425
1745,141,North,car,558,134,6.465,3.419,0.2,3,0.421
1745,81,East,car,943,189,4.573,3.614,0.0,3,0.419
1745,72,East,car,888,174,2.73,2.367,0.0,2,0.351
1745,80,East,car,928,161,3.057,5.079,0.2,2,0.284
1746,156,North,car,812,493,5.067,-7.891,14.5,3,0.956
1746,4,West,car,322,599,7.984,4.044,0.1,1,0.892
1746,158,South,car,891,280,-1.915,3.043,5.9,2,0.887
1746,159,North,car,541,264,3.102,-3.081,14.4,2,0.837
1746,117,West,car,124,660,8.825,10.909,0.1,1,0.828
1746,121,South,car,1112,679,2.553,13.485,0.0,3,0.819
1746,29,West,car,275,434,3.705,4.671,0.0,3,0.774
1746,151,North,car,144,404,-10.89,-5.105,19.1,1,0.767
1746,89,West,car,209,531,5.82,7.3,0.0,2,0.741
1746,129,West,car,116,485,3.885,10.683,0.1,3,0.724
1746,106,West,car,57,569,5.961,13.554,0.1,2,0.707
1746,161,North,car,557,184,4.998,0.136,16.1,2,0.619
1746,97,South,car,956,689,0.799,14.325,0.0,3,0.497
1746,96,East,car,864,154,1.381,2.793,0.0,1,0.494
1746,141,North,car,557,134,6.446,3.404,0.1,3,0.424
1746,81,East,car,943,189,4.57,3.613,0.0,3,0.422
1746,72,East,car,888,174,2.729,2.369,0.1,2,0.355
1746,155,South,car,676,137,-2.752,4.097,1.8,2,0.326
1746,80,East,car,928,161,3.057,5.079,0.1,2,0.279
1747,156,North,car,832,505,5.185,-8.021,14.4,3,0.917
1747,158,South,car,885,276,-1.948,3.078,5.6,2,0.899
1747,4,West,car,321,599,7.985,4.048,0.1,1,0.895
1747,159,North,car,543,267,3.11,-3.219,14.4,2,0.855
1747,117,West,car,124,660,8.825,10.909,0.1,1,0.834
1747,121,South,car,1112,679,2.553,13.485,0.0,3,0.82
1747,151,North,car,139,404,-11.106,-5.092,19.1,1,0.801
1747,29,West,car,275,434,3.705,4.67,0.0,3,0.778
1747,129,West,car,116,485,3.868,10.683,0.2,3,0.752
1747,89,West,car,208,531,5.823,7.302,0.0,2,0.742
1747,106,West,car,57,569,5.962,13.557,0.1,2,0.72
1747,161,North,car,561,187,5.023,-0.074,16.3,2,0.631
1747,96,East,car,864,154,1.381,2.794,0.0,1,0.506
1747,97,South,car,956,689,0.799,14.326,0.0,3,0.453
1747,81,East,car,943,189,4.572,3.612,0.0,3,0.425
1747,141,North,car,557,134,6.455,3.418,0.2,3,0.404
1747,155,South,car,672,137,-2.753,4.162,2.1,2,0.402
1747,72,East,car,888,174,2.731,2.366,0.0,2,0.355
1747,80,East,car,928,161,3.058,5.078,0.2,2,0.285
1748,156,North,car,838,515,5.152,-8.115,14.2,3,0.93
1748,4,West,car,322,599,7.984,4.046,0.1,1,0.896
1748,159,North,car,546,272,3.117,-3.373,14.4,2,0.868
1748,158,South,car,880,273,-1.974,3.114,5.4,2,0.867
1748,117,West,car,124,660,8.824,10.909,0.1,1,0.837
1748,121,South,car,1112,679,2.553,13.485,0.0,3,0.833
1748,151,North,car,135,406,-11.267,-5.131,19.0,1,0.83
1748,29,West,car,275,434,3.705,4.67,0.0,3,0.775
1748,129,West,car,116,485,3.868,10.68,0.2,3,0.764
1748,89,West,car,209,531,5.822,7.301,0.0,2,0.748
1748,106,West,car,57,569,5.96,13.564,0.1,2,0.731
1748,161,North,car,563,191,5.003,-0.284,16.6,2,0.636
1748,96,East,car,864,154,1.38,2.795,0.0,1,0.501
1748,97,South,car,956,689,0.799,14.326,0.0,3,0.496
1748,155,South,car,669,135,-2.762,4.164,2.0,2,0.484
1748,81,East,car,943,189,4.572,3.615,0.0,3,0.412
1748,141,North,car,557,134,6.455,3.432,0.1,3,0.389
1748,72,East,car,888,174,2.729,2.369,0.1,2,0.352
1748,80,East,car,928,161,3.059,5.077,0.2,2,0.28
1749,156,North,car,841,527,5.083,-8.222,14.0,3,0.94
1749,4,West,car,322,599,7.984,4.046,0.1,1,0.897
1749,159,North,car,548,275,3.133,-3.497,14.3,2,0.895
1749,158,South,car,876,268,-2.008,3.107,5.3,2,0.891
1749,117,West,car,124,660,8.823,10.91,0.1,1,0.833
1749,121,South,car,1112,679,2.553,13.485,0.0,3,0.823
1749,151,North,car,129,412,-11.406,-5.278,18.9,1,0.799
1749,29,West,car,275,434,3.706,4.67,0.0,3,0.781
1749,89,West,car,209,531,5.817,7.3,0.0,2,0.764
1749,129,West,car,116,485,3.866,10.679,0.2,3,0.753
1749,106,West,car,57,569,5.96,13.567,0.1,2,0.733
1749,161,North,car,565,193,4.998,-0.451,16.3,2,0.683
1749,96,East,car,864,154,1.379,2.796,0.0,1,0.529
1749,155,South,car,667,133,-2.766,4.173,1.9,2,0.524
1749,97,South,car,956,689,0.799,14.326,0.0,3,0.462
1749,81,East,car,943,189,4.572,3.617,0.0,3,0.426
1749,141,North,car,557,134,6.442,3.436,0.1,3,0.426
1749,72,East,car,888,174,2.729,2.368,0.0,2,0.368
1749,80,East,car,928,161,3.059,5.076,0.2,2,0.304
1750,156,North,car,847,539,5.039,-8.329,13.9,3,0.947
1750,4,West,car,322,599,7.985,4.043,0.1,1,0.895
1750,158,South,car,870,264,-2.038,3.127,5.3,2,0.892
1750,159,North,car,551,278,3.162,-3.6,14.2,2,0.888
1750,117,West,car,124,660,8.825,10.911,0.1,1,0.837
1750,121,South,car,1112,679,2.554,13.486,0.0,3,0.825
1750,151,North,car,125,415,-11.495,-5.351,18.7,1,0.807
1750,129,West,car,116,485,3.877,10.683,0.2,3,0.793
1750,29,West,car,275,434,3.706,4.671,0.0,3,0.789
1750,89,West,car,208,531,5.821,7.302,0.0,2,0.749
1750,161,North,car,567,197,4.995,-0.635,16.3,2,0.747
1750,106,West,car,57,569,5.961,13.565,0.1,2,0.74
1750,96,East,car,864,154,1.38,2.796,0.0,1,0.547
1750,155,South,car,666,131,-2.777,4.147,1.7,2,0.539
1750,97,South,car,956,689,0.798,14.327,0.0,3,0.439
1750,141,North,car,557,134,6.435,3.406,0.2,3,0.437
1750,81,East,car,943,189,4.573,3.617,0.0,3,0.433
1750,72,East,car,888,174,2.729,2.368,0.1,2,0.384
1750,80,East,car,928,161,3.061,5.075,0.2,2,0.311
1751,156,North,car,852,546,5.039,-8.387,13.5,3,0.896
1751,4,West,car,322,599,7.985,4.045,0.1,1,0.896
1751,158,South,car,866,261,-2.065,3.132,5.4,2,0.892
1751,159,North,car,553,282,3.152,-3.75,14.1,2,0.877
1751,117,West,car,124,660,8.825,10.911,0.1,1,0.836
1751,151,North,car,122,416,-11.638,-5.372,18.5,1,0.833
1751,121,South,car,1112,679,2.554,13.486,0.0,3,0.83
1751,29,West,car,275,434,3.705,4.67,0.0,3,0.798
1751,129,West,car,116,486,3.899,10.684,0.1,3,0.786
1751,161,North,car,570,198,5.03,-0.755,16.4,2,0.76
1751,89,West,car,209,531,5.822,7.301,0.0,2,0.747
1751,106,West,car,57,569,5.961,13.568,0.1,2,0.735
1751,96,East,car,864,154,1.379,2.797,0.0,1,0.527
1751,97,South,car,956,689,0.797,14.327,0.0,3,0.461
1751,141,North,car,557,134,6.434,3.405,0.2,3,0.418
1751,81,East,car,943,189,4.574,3.618,0.0,3,0.417
1751,72,East,car,888,174,2.729,2.369,0.1,2,0.368
1751,155,South,car,663,131,-2.778,4.178,1.7,2,0.356
1751,80,East,car,928,161,3.061,5.074,0.1,2,0.3
1752,158,South,car,861,256,-2.097,3.124,5.3,2,0.898
1752,4,West,car,322,599,7.985,4.043,0.1,1,0.895
1752,159,North,car,556,288,3.16,-3.915,14.2,2,0.882
1752,151,North,car,116,418,-11.85,-5.407,18.8,1,0.874
1752,117,West,car,124,660,8.823,10.908,0.1,1,0.841
1752,121,South,car,1112,679,2.555,13.486,0.0,3,0.816
1752,29,West,car,275,434,3.706,4.67,0.0,3,0.809
1752,129,West,car,116,486,3.902,10.688,0.1,3,0.801
1752,161,North,car,573,202,5.03,-0.965,16.8,3,0.8
1752,89,West,car,209,531,5.825,7.302,0.0,2,0.752
1752,156,North,car,865,561,5.044,-8.51,13.3,3,0.742
1752,106,West,car,57,569,5.962,13.566,0.1,2,0.739
1752,96,East,car,864,153,1.378,2.798,0.0,1,0.557
1752,81,East,car,943,189,4.574,3.619,0.0,3,0.443
1752,141,North,car,557,134,6.427,3.408,0.3,3,0.427
1752,72,East,car,888,174,2.73,2.367,0.0,2,0.398
1752,97,South,car,956,689,0.798,14.334,0.0,3,0.386
1752,80,East,car,928,161,3.061,5.075,0.1,2,0.327
1752,155,South,car,661,130,-2.778,4.218,1.8,2,0.294
1753,4,West,car,322,599,7.986,4.044,0.1,1,0.885
1753,151,North,car,112,420,-12.001,-5.437,18.4,1,0.856
1753,158,South,car,856,254,-2.119,3.18,5.4,2,0.851
1753,159,North,car,558,291,3.178,-4.031,14.1,2,0.841
1753,117,West,car,124,660,8.825,10.91,0.1,1,0.829
1753,161,North,car,575,205,5.023,-1.129,16.8,3,0.806
1753,156,North,car,874,576,5.013,-8.622,13.2,3,0.801
1753,121,South,car,1112,679,2.555,13.486,0.0,3,0.797
1753,29,West,car,275,434,3.705,4.668,0.0,3,0.792
1753,129,West,car,116,486,3.908,10.688,0.1,3,0.771
1753,106,West,car,57,569,5.962,13.561,0.1,2,0.706
1753,89,West,car,209,531,5.825,7.302,0.0,2,0.7
1753,96,East,car,864,154,1.38,2.795,0.0,1,0.514
1753,81,East,car,943,189,4.576,3.615,0.0,3,0.409
1753,141,North,car,557,134,6.425,3.401,0.3,3,0.384
1753,97,South,car,956,689,0.797,14.336,0.0,3,0.373
1753,72,East,car,888,174,2.732,2.364,0.0,2,0.364
1753,155,South,car,658,129,-2.781,4.248,1.8,2,0.356
1753,80,East,car,928,161,3.06,5.08,0.1,2,0.288
1754,4,West,car,322,599,7.986,4.044,0.1,1,0.889
1754,158,South,car,852,250,-2.146,3.173,4.5,2,0.871
1754,151,North,car,107,421,-12.243,-5.444,18.6,1,0.85
1754,159,North,car,561,295,3.194,-4.154,14.1,2,0.838
1754,161,North,car,579,208,5.057,-1.276,16.6,3,0.83
1754,117,West,car,124,660,8.825,10.91,0.1,1,0.828
1754,156,North,car,883,588,5.013,-8.712,13.0,3,0.82
1754,121,South,car,1112,679,2.554,13.486,0.0,3,0.808
1754,29,West,car,275,434,3.707,4.669,0.0,3,0.793
1754,129,West,car,116,486,3.906,10.689,0.1,3,0.773
1754,89,West,car,209,531,5.824,7.3,0.0,2,0.725
1754,106,West,car,57,569,5.963,13.56,0.1,2,0.722
1754,96,East,car,864,154,1.379,2.796,0.0,1,0.514
1754,81,East,car,943,189,4.574,3.614,0.0,3,0.418
1754,141,North,car,557,134,6.424,3.398,0.3,3,0.407
1754,72,East,car,888,174,2.732,2.363,0.0,2,0.373
1754,155,South,car,656,128,-2.785,4.257,1.7,2,0.363
1754,97,South,car,956,689,0.794,14.332,0.0,3,0.363
1754,80,East,car,928,161,3.059,5.081,0.1,2,0.297
1755,4,West,car,322,599,7.985,4.046,0.1,1,0.89
1755,159,North,car,564,301,3.181,-4.317,14.0,2,0.872
1755,158,South,car,847,247,-2.169,3.207,4.4,2,0.853
1755,151,North,car,102,423,-12.418,-5.485,18.7,1,0.841
1755,161,North,car,582,210,5.079,-1.42,16.4,3,0.83
1755,117,West,car,124,660,8.825,10.91,0.1,1,0.828
1755,121,South,car,1112,679,2.554,13.486,0.0,3,0.813
1755,156,North,car,892,595,5.039,-8.767,12.7,3,0.801
1755,29,West,car,275,434,3.707,4.669,0.0,3,0.799
1755,129,West,car,116,486,3.907,10.688,0.1,3,0.782
1755,89,West,car,209,531,5.824,7.301,0.0,2,0.738
1755,106,West,car,57,569,5.963,13.564,0.1,2,0.72
1755,96,East,car,864,154,1.379,2.797,0.0,1,0.517
1755,155,South,car,654,127,-2.789,4.27,1.7,2,0.406
1755,81,East,car,943,189,4.576,3.618,0.0,3,0.406
1755,141,North,car,557,134,6.431,3.403,0.3,3,0.391
1755,72,East,car,888,174,2.732,2.363,0.0,2,0.363
1755,80,East,car,928,161,3.06,5.08,0.1,2,0.295
1756,159,North,car,567,305,3.197,-4.439,14.0,2,0.896
1756,4,West,car,322,599,7.986,4.046,0.1,1,0.892
1756,156,North,car,901,602,5.064,-8.818,12.3,3,0.877
1756,158,South,car,842,243,-2.193,3.237,4.2,2,0.845
1756,151,North,car,98,426,-12.533,-5.553,18.4,1,0.836
1756,117,West,car,124,660,8.824,10.909,0.1,1,0.831
1756,161,North,car,585,215,5.065,-1.643,16.5,3,0.828
1756,121,South,car,1112,679,2.555,13.485,0.0,3,0.823
1756,29,West,car,275,434,3.708,4.669,0.0,3,0.8
1756,129,West,car,116,486,3.905,10.692,0.1,3,0.781
1756,89,West,car,209,531,5.823,7.3,0.0,2,0.755
1756,106,West,car,57,569,5.963,13.562,0.1,2,0.729
1756,96,East,car,864,154,1.38,2.795,0.0,1,0.538
1756,141,North,car,557,134,6.431,3.401,0.3,3,0.42
1756,81,East,car,943,189,4.577,3.62,0.0,3,0.419
1756,72,East,car,888,174,2.733,2.364,0.0,2,0.378
1756,155,South,car,652,126,-2.795,4.275,1.6,2,0.363
1756,80,East,car,928,161,3.058,5.083,0.1,2,0.31
1757,156,North,car,908,604,5.121,-8.831,11.8,3,0.9
1757,4,West,car,322,599,7.986,4.046,0.0,1,0.893
1757,159,North,car,570,310,3.209,-4.591,13.9,2,0.879
1757,161,North,car,588,218,5.077,-1.807,16.5,3,0.848
1757,158,South,car,837,240,-2.216,3.256,4.1,2,0.843
1757,117,West,car,124,660,8.825,10.91,0.0,1,0.833
1757,121,South,car,1112,679,2.555,13.486,0.0,3,0.832
1757,151,North,car,93,428,-12.698,-5.613,18.4,1,0.829
1757,29,West,car,275,434,3.708,4.67,0.0,3,0.802
1757,129,West,car,116,486,3.903,10.694,0.0,3,0.793
1757,89,West,car,209,531,5.822,7.3,0.0,2,0.735
1757,106,West,car,57,569,5.962,13.56,0.0,2,0.734
